tweetid,Tweet,For guns?,Location
218,"I love the fact that @Alyssa_Milano just Tweets consistently verifiable lies. It’s like she has a hat of crazy and just pulls random stats out of it.

Suicide btw, is the actual third leading cause of death for children. Over 80% of those DO NOT involve guns. ",-2,"Houston, TX"
219,"This is a sad &amp; sick story..Florida's 2016 'Officer of the Year' arrested after feces, guns, drugs allegedly found in his 'disgusting' home - Fox ",-2,"Lynchburg, VA"
220,"@Boomer654 @politstrip @miriam_shir @lauren_hoggs 3 the NRA’s payroll. But the solution from the Right is always more guns! This hasn’t worked anywhere! But the US knows better even though we’re the only developed country that hasn’t figured this out. Look at the UK, Japan and Australia. They all still have people who own guns",-2,"North Ridgeville, OH"
221,Relatable ,-2,"Newport News, VA"
222,This is unfortunate. The two gun bills they are trying to resurrect died in the process of conducting good government with transparency. This maneuver will not allow amendments in conference committee. It will simply be those in power exerting their power. Undemocratic. ,-2,"Indianapolis, IN"
223,"Our local @MomsDemand held a press conference w/ the Cincinnati family of Jaime Guttenberg. When asked to respond @RepSteveChabot said the people involved were outside his district. That’s not good enough &amp; as a constituent I don’t accept it

",-2,"Cincinnati, OH"
224,"Yes, a law created the mechanism that  prevents the feds from funding gun violence research...but the *blame* goes to the massive, ongoing, big-business lobbying operation of gun manufacturers, which masquerades as a grassroots movement. ",-2,"Potomac, MD"
225,@wolbbaltimore Really. The only times in history they supported gun controls is when it involved African Americans—after the Civil War and during the Civil Rights movement.,-2,"Cheverly, MD"
226,This has been my concern as we watch the deception lies and violence from liberal left. We saw how the ranchers out west we're cornered and how only their guns held it at Bay. God help us if it falls into hands of such again. AntiChrist  coming. 😞🙄🇺🇸✝️ ,-2,"Florida, USA"
227,@GovMalloyOffice ,-2,"Houston, TX"
228,LMAO why are they’re so many “guns kill people” signs in Lincoln?! 😂😂😂,-2,"Lincoln, NE"
229,😡 Get off the campaign trail! Enough is Enough! DO YOUR JOB OR LEAVE! 😡 ,-2,"Liberty, IN"
230,"Thank you Richard, I agree. ",-2,"North Branch, MN"
231,@AZWS ,-2,"Neenah, WI"
232,All physicians should read this and understand why we must help #StopGunViolence as medical professionals. @MomsDemand @AmerMedicalAssn ,-2,"Hampton, VA"
233,HEY TRUMPBILLIES!!!         We’re gonna build walls buy guns and bibles abuse our veterans and military destroy our environment ruin our good standing conspire with our enemies steal from the poor and give to the rich abuse minority’s and fuck porn stars OK?,-2,"Indiana, USA"
234,@AMpatriot2016 @r_mccormick @realDonaldTrump  ,-2,"Hialeah, FL"
235,America Doesn’t Have a Gun Control Problem. We Have a White-People Problem  via @verysmartbros,-2,"Dayton, OH"
236,"I truly believe that @chucktodd is trying to get free tickets to @StormyDaniels strip club tour!he talks about her more then guns,tariffs,NKOREA and DACA combined! #SleepyEyesChuckTodd just pay $10 like everyone else who wants to see her!",-2,"Whitesboro, NY"
237,Dumb ass ,-2,"Coconut Creek, FL"
238,"First of all, he is a Democratic Independent who stole the Republican nomination. (He said he would run independent if they didn't nominate him.)

Secondly, he speaks only talking points that insight energy at rallies. (He gets corrected when off script on policy in meetings.) ",-2,"Margate, FL"
239,@shannonrwatts This is the reason why NRA doesnt want restrictions to gun access based on mental illness. It would prevent all the Veterans we sent into inhumane combat conditions who come home mentally damaged from gun ownership + in many cases prevent them from working as security guards etc.,-2,"New York, NY"
240,Trump is the biggest snowflake.  We see his unhinged tweets in the morning.  #MAGA TRUMPKINS also are big snow flakes as you don’t like anyone saying anything about your orange Cheeto! ,-2,"Bettendorf, IA"
241,"💩 like this is why so many people can’t trust politicians and hate politics in general.

Pay attention, Hoosiers. ",-2,"Milwaukee, WI"
242,I could not agree more. BAN Planned Parenthood. #1 killer of children. ,-2,"South Carolina, USA"
243,"Once again, nobody says it better than you. ",-2,"Port Orange, FL"
244,@12News school shootings aren’t about mental health/our country has to many guns!! Background checks/ban assault weapons/buy back programs,-2,"Arizona, USA"
245,"Jesus carried a Cross,  J.  Falwell says carry a gun and use it to kill Muslims....  It's from 2015, but he means it today. #NotMyJesus ",-2,"Columbus, GA"
246,😳😑 ,-2,"Solon, OH"
247,.@Newsweek this “organization” is in NO way part of @Blklivesmatter and never has been. It’s just using the name. Correct this story ASAP. Black Lives Matter Calls the NRA a 'Terrorist Organization' For Filing Lawsuit To Raise The Age to Buy Guns ,-2,"Washington, DC"
248,"@GeorgiaDirtRoad Bull crap. Get with the majority of the citizens. Give me one good reason an 18-20 year old needs a gun. Want to play with guns, join the Army and learn gun skills and respect@@",-2,"Palm Springs, FL"
249,Haaaaaaaaaahahahahaha these people are so dumb. ,-2,"Chamberlayne, VA"
250,"For all you “guns kill people,”
I’ll sit this right here and wait for (it) to get some practice… ",-2,"Houston, TX"
251,"From the washed up politician @newtgingrich

",-2,"San Leandro, CA"
252,"@RepJoshG With all the stuff going on this is where your focus is? ICE, DACA, GUNS, TRUMP’S INCOMPETENCE, pick one!",-2,"Demarest, NJ"
253,"@wildauburnrebel @addisonjack @DLoesch If society is a bunch of immoral, lawless, baby killing,drug infested people, then why do u want to be a part of it? Take ur guns and move to a real totalitarian regime like u think u want here! #SeeHowLongThatLasts",-2,"Ogden, UT"
254,@DLoesch Decent people want to make it difficult for ill and criminal people to get guns.  Other people play semantics.,-2,"Pennsylvania, USA"
255,So the Connecticut Governor has called the NRA a terrorist organization. If that were true it's 5 million members would be rioting in the streets over the attacks by the left on gun rights. More #Fakenews #JoinTheNRA #2A4LIFE,-2,"Missouri, USA"
256,"Just your daily reminder that the NRA is a corporation that lobbies for gun dealers..Sell more guns, make more money. They have absolutely nothing to do with the 2nd amendment. We support the 2nd amend, we will never support the NRA.",-2,"New Hampshire, USA"
257,There should be more allies in the gun control crisis. Yesterday downtown Glendale CA fully panicked as rumor of a shooter spread. People are living in fear of the next mass shooting. They are traumatized. For good reason. It’s bullshit that we have to fear this.,-2,The Americana at Brand
258,"@oldsoldier181 @_thymes Washington Post, google it.
The NRA sells guns (no steel tariff outrage) buys politicians.
Their solutions are always sell more guns, scare more people, buy more politicians, vote for republicans, rince, repeat.
There is no “constitutional right” to own military assault weapons. ",-2,"Salem, NH"
259,Oops I might be in a cult ,-2,"Fargo, ND"
260,@JSOPIO @GoodCopStories @GoodNewsCops @BlueWalkPoconos @MelissaBujeda @FLSheriffs @propacop @PolicingNews @NationalSheriff How stupid can a person be to leave guns in their cars especially when that’s all we here on the news IDK,-2,"Florida, USA"
261,"#amjoy At dentist on Friday, hygienist told me paranoid theory that government coming for guns. I presume, like Trump, she is fed this on Fox. In Florida, surrounded by this ethos.",-2,"Port Salerno, FL"
262,@mnguy152 @panekbill @WaltTrapper @Ozark_Hunter @kcamp3 @mpmnrm15 @johngutierrez1 @therealbr79 😂😂 and guns,-2,"Missouri, USA"
263,@readyplayerone This needs to be boycotted. It has glorified guns!!!,-2,"Union, SC"
264,@AdaptiveTact releases “less lethal” Law Enforcement applications! #torquedmag #torquednation #adaptivetactical #tactical #lawenforcement #firearms ,-2,"Pleasant View, UT"
265,Disgusting pieces of dog shit @NRA This isn't nor was it EVER about the 2nd Amendment. This is about your GREED and lack of concern for human LIFE. 🖕🖕🖕🖕🖕 ,-2,"Rosenberg, TX"
266,"In the 1980s, Japan saw a massive rise in juvenile gangs. They committed crimes, they fought viciously, but no one died. Guess why? No. Guns. What it shows of America's firearm culture:  #NeverAgain",-2,"Brooklyn, NY"
267,"The “anti-gun crowd” is a lie. 97% of America wants universal background checks for all firearms.
The only reason to own military assault weapons is to overthrow our government, PERIOD😂
You’ve been duped stupid 😂 ",-2,"Salem, NH"
268,"@Lt_Fedora @Colleen54737287 In 1931, Weimar authorities discovered plans for a Nazi takeover in which Jews would be denied food and persons refusing to surrender their guns within 24 hours would be executed. In 1933, the ultimate extremist group, led by Adolf Hitler, seized power and used the gun",-2,"North Augusta, SC"
269,"@Lrihendry We waste our breath on these idiot liberals, they hate conservatives because, we believe in God, the constitution, and our guns.",-2,"Signal Mountain, TN"
270,Well then @realDonaldTrump needs to be #ImpeachTrumpNow #ImpeachTrumpNow ,-2,"Los Angeles, CA"
271,"So, Republicans, NRA, and others who support this lawsuit will be lining up to lower the drinking age to 18 and support legal marijuana in every state for those 18 and over? Because the only reason such laws are in place is for alleged “safety” and protecting people from harm. ",-2,"Scranton, PA"
272,#themilitaact  #righttobeararms  it truly against the constitution to refuse a 18 old to purchase a firearm. What next voting must be 21 ? @foxandfriends ,-2,"Riverview, MI"
273,"white people wanna label an entire religion as terrorists and talk about violent passages in the Quran but our founding country’s documents written by men who owned and beat people giving them the patriotic right to own guns, that’s no problem. got it.",-2,"Woburn, MA"
274,@CNNPolitics @cnnbrk So are people with guns but let’s keep the hush money coming so we don’t talk about that.,-2,"Hialeah, FL"
275,Voted #NoGunsInSchools on @TheTylt because the answer to gun violence isn't more guns  ,-2,"North Olmsted, OH"
276,@JahMekAWail @fred_guttenberg @Agreewithsegree reductionist NRA garbage talk. An AR is a tool made to kill people. Cars and knives and toothpicks &amp; plastic bags have many other functions and are not created to mass kill people. This low IQ reductionist thinking of the NRA is tiresome to all of us. yawn. Guns DO kill people.,-2,"Portland, OR"
277,"@cameron_kasky The NRA is. If arms manufacturers don't see guns being sold with their high contributions, they're likely to cut funding",-2,"Little Ferry, NJ"
278,Democratic State Representative Linda Slocum of Minnesota received death threats for her gun-reform proposals that would require people to get permits to purchase guns and all guns to be registered. Hmm. This seems like a “well-regulated militia.” Why the death threats?,-2,"Virginia, USA"
279,"Report: ATF Probing VA Dem Candidate After AR-15 Buzzsaw Video  she is just another ignorant politician that doesn’t understand the real problem or legitimate solutions, evil was killing people long before guns",-2,"Henderson, NV"
280,"Guns Explained With Cats  via @YouTube

This animation hits every point of the NRA gun issue. #Share
#NRAKillsKids #StopNRA #GunSense #TimeIsTicking #NRA #YeahBut #NoDeflection #GunViolence #Parkland",-2,"Lakeland, FL"
281,cc: @marcorubio Hands Off DC gun laws! ,-2,"Washington, DC"
282,#InOurLifetime ,-2,"Hollywood, FL"
283,#StudentsStandup #ImWithTheStudents ,-2,"Folly Beach, SC"
284,#DST..... the 2 days when time changes and the whole argument on twitter switches too this instead of politics and guns 😂,-2,"Nebraska, USA"
