,Tweet,Location,For guns?
219,"This is a sad &amp; sick story..Florida's 2016 'Officer of the Year' arrested after feces, guns, drugs allegedly found in his 'disgusting' home - Fox ","Lynchburg, VA",0.0
220,"@Boomer654 @politstrip @miriam_shir @lauren_hoggs 3 the NRA’s payroll. But the solution from the Right is always more guns! This hasn’t worked anywhere! But the US knows better even though we’re the only developed country that hasn’t figured this out. Look at the UK, Japan and Australia. They all still have people who own guns","North Ridgeville, OH",-2.0
221,Relatable ,"Newport News, VA",-2.0
222,This is unfortunate. The two gun bills they are trying to resurrect died in the process of conducting good government with transparency. This maneuver will not allow amendments in conference committee. It will simply be those in power exerting their power. Undemocratic. ,"Indianapolis, IN",0.0
223,"Our local @MomsDemand held a press conference w/ the Cincinnati family of Jaime Guttenberg. When asked to respond @RepSteveChabot said the people involved were outside his district. That’s not good enough &amp; as a constituent I don’t accept it

","Cincinnati, OH",-2.0
224,"Yes, a law created the mechanism that  prevents the feds from funding gun violence research...but the *blame* goes to the massive, ongoing, big-business lobbying operation of gun manufacturers, which masquerades as a grassroots movement. ","Potomac, MD",1.0
225,@wolbbaltimore Really. The only times in history they supported gun controls is when it involved African Americans—after the Civil War and during the Civil Rights movement.,"Cheverly, MD",-2.0
226,This has been my concern as we watch the deception lies and violence from liberal left. We saw how the ranchers out west we're cornered and how only their guns held it at Bay. God help us if it falls into hands of such again. AntiChrist  coming. 😞🙄🇺🇸✝️ ,"Florida, USA",0.0
227,@GovMalloyOffice ,"Houston, TX",-2.0
228,LMAO why are they’re so many “guns kill people” signs in Lincoln?! 😂😂😂,"Lincoln, NE",1.0
229,😡 Get off the campaign trail! Enough is Enough! DO YOUR JOB OR LEAVE! 😡 ,"Liberty, IN",1.0
230,"Thank you Richard, I agree. ","North Branch, MN",-2.0
231,@AZWS ,"Neenah, WI",-2.0
232,All physicians should read this and understand why we must help #StopGunViolence as medical professionals. @MomsDemand @AmerMedicalAssn ,"Hampton, VA",-2.0
233,HEY TRUMPBILLIES!!!         We’re gonna build walls buy guns and bibles abuse our veterans and military destroy our environment ruin our good standing conspire with our enemies steal from the poor and give to the rich abuse minority’s and fuck porn stars OK?,"Indiana, USA",-2.0
234,@AMpatriot2016 @r_mccormick @realDonaldTrump  ,"Hialeah, FL",-2.0
235,America Doesn’t Have a Gun Control Problem. We Have a White-People Problem  via @verysmartbros,"Dayton, OH",0.0
236,"I truly believe that @chucktodd is trying to get free tickets to @StormyDaniels strip club tour!he talks about her more then guns,tariffs,NKOREA and DACA combined! #SleepyEyesChuckTodd just pay $10 like everyone else who wants to see her!","Whitesboro, NY",0.0
237,Dumb ass ,"Coconut Creek, FL",-2.0
238,"First of all, he is a Democratic Independent who stole the Republican nomination. (He said he would run independent if they didn't nominate him.)

Secondly, he speaks only talking points that insight energy at rallies. (He gets corrected when off script on policy in meetings.) ","Margate, FL",-2.0
239,@shannonrwatts This is the reason why NRA doesnt want restrictions to gun access based on mental illness. It would prevent all the Veterans we sent into inhumane combat conditions who come home mentally damaged from gun ownership + in many cases prevent them from working as security guards etc.,"New York, NY",1.0
240,Trump is the biggest snowflake.  We see his unhinged tweets in the morning.  #MAGA TRUMPKINS also are big snow flakes as you don’t like anyone saying anything about your orange Cheeto! ,"Bettendorf, IA",0.0
241,"💩 like this is why so many people can’t trust politicians and hate politics in general.

Pay attention, Hoosiers. ","Milwaukee, WI",-2.0
242,I could not agree more. BAN Planned Parenthood. #1 killer of children. ,"South Carolina, USA",-2.0
243,"Once again, nobody says it better than you. ","Port Orange, FL",-2.0
244,@12News school shootings aren’t about mental health/our country has to many guns!! Background checks/ban assault weapons/buy back programs,"Arizona, USA",-2.0
245,"Jesus carried a Cross,  J.  Falwell says carry a gun and use it to kill Muslims....  It's from 2015, but he means it today. #NotMyJesus ","Columbus, GA",1.0
246,😳😑 ,"Solon, OH",-2.0
247,.@Newsweek this “organization” is in NO way part of @Blklivesmatter and never has been. It’s just using the name. Correct this story ASAP. Black Lives Matter Calls the NRA a 'Terrorist Organization' For Filing Lawsuit To Raise The Age to Buy Guns ,"Washington, DC",0.0
248,"@GeorgiaDirtRoad Bull crap. Get with the majority of the citizens. Give me one good reason an 18-20 year old needs a gun. Want to play with guns, join the Army and learn gun skills and respect@@","Palm Springs, FL",0.0
249,Haaaaaaaaaahahahahaha these people are so dumb. ,"Chamberlayne, VA",0.0
250,"For all you “guns kill people,”
I’ll sit this right here and wait for (it) to get some practice… ","Houston, TX",-2.0
251,"From the washed up politician @newtgingrich

","San Leandro, CA",-2.0
252,"@RepJoshG With all the stuff going on this is where your focus is? ICE, DACA, GUNS, TRUMP’S INCOMPETENCE, pick one!","Demarest, NJ",-2.0
253,"@wildauburnrebel @addisonjack @DLoesch If society is a bunch of immoral, lawless, baby killing,drug infested people, then why do u want to be a part of it? Take ur guns and move to a real totalitarian regime like u think u want here! #SeeHowLongThatLasts","Ogden, UT",0.0
254,@DLoesch Decent people want to make it difficult for ill and criminal people to get guns.  Other people play semantics.,"Pennsylvania, USA",0.0
255,So the Connecticut Governor has called the NRA a terrorist organization. If that were true it's 5 million members would be rioting in the streets over the attacks by the left on gun rights. More #Fakenews #JoinTheNRA #2A4LIFE,"Missouri, USA",0.0
256,"Just your daily reminder that the NRA is a corporation that lobbies for gun dealers..Sell more guns, make more money. They have absolutely nothing to do with the 2nd amendment. We support the 2nd amend, we will never support the NRA.","New Hampshire, USA",0.0
257,There should be more allies in the gun control crisis. Yesterday downtown Glendale CA fully panicked as rumor of a shooter spread. People are living in fear of the next mass shooting. They are traumatized. For good reason. It’s bullshit that we have to fear this.,The Americana at Brand,0.0
258,"@oldsoldier181 @_thymes Washington Post, google it.
The NRA sells guns (no steel tariff outrage) buys politicians.
Their solutions are always sell more guns, scare more people, buy more politicians, vote for republicans, rince, repeat.
There is no “constitutional right” to own military assault weapons. ","Salem, NH",0.0
259,Oops I might be in a cult ,"Fargo, ND",-2.0
260,@JSOPIO @GoodCopStories @GoodNewsCops @BlueWalkPoconos @MelissaBujeda @FLSheriffs @propacop @PolicingNews @NationalSheriff How stupid can a person be to leave guns in their cars especially when that’s all we here on the news IDK,"Florida, USA",-2.0
261,"#amjoy At dentist on Friday, hygienist told me paranoid theory that government coming for guns. I presume, like Trump, she is fed this on Fox. In Florida, surrounded by this ethos.","Port Salerno, FL",-2.0
262,@mnguy152 @panekbill @WaltTrapper @Ozark_Hunter @kcamp3 @mpmnrm15 @johngutierrez1 @therealbr79 😂😂 and guns,"Missouri, USA",-2.0
263,@readyplayerone This needs to be boycotted. It has glorified guns!!!,"Union, SC",-2.0
264,@AdaptiveTact releases “less lethal” Law Enforcement applications! #torquedmag #torquednation #adaptivetactical #tactical #lawenforcement #firearms ,"Pleasant View, UT",-2.0
265,Disgusting pieces of dog shit @NRA This isn't nor was it EVER about the 2nd Amendment. This is about your GREED and lack of concern for human LIFE. 🖕🖕🖕🖕🖕 ,"Rosenberg, TX",-2.0
266,"In the 1980s, Japan saw a massive rise in juvenile gangs. They committed crimes, they fought viciously, but no one died. Guess why? No. Guns. What it shows of America's firearm culture:  #NeverAgain","Brooklyn, NY",-2.0
267,"The “anti-gun crowd” is a lie. 97% of America wants universal background checks for all firearms.
The only reason to own military assault weapons is to overthrow our government, PERIOD😂
You’ve been duped stupid 😂 ","Salem, NH",0.0
268,"@Lt_Fedora @Colleen54737287 In 1931, Weimar authorities discovered plans for a Nazi takeover in which Jews would be denied food and persons refusing to surrender their guns within 24 hours would be executed. In 1933, the ultimate extremist group, led by Adolf Hitler, seized power and used the gun","North Augusta, SC",0.0
269,"@Lrihendry We waste our breath on these idiot liberals, they hate conservatives because, we believe in God, the constitution, and our guns.","Signal Mountain, TN",-2.0
270,Well then @realDonaldTrump needs to be #ImpeachTrumpNow #ImpeachTrumpNow ,"Los Angeles, CA",-2.0
271,"So, Republicans, NRA, and others who support this lawsuit will be lining up to lower the drinking age to 18 and support legal marijuana in every state for those 18 and over? Because the only reason such laws are in place is for alleged “safety” and protecting people from harm. ","Scranton, PA",0.0
272,#themilitaact  #righttobeararms  it truly against the constitution to refuse a 18 old to purchase a firearm. What next voting must be 21 ? @foxandfriends ,"Riverview, MI",0.0
273,"white people wanna label an entire religion as terrorists and talk about violent passages in the Quran but our founding country’s documents written by men who owned and beat people giving them the patriotic right to own guns, that’s no problem. got it.","Woburn, MA",-2.0
274,@CNNPolitics @cnnbrk So are people with guns but let’s keep the hush money coming so we don’t talk about that.,"Hialeah, FL",1.0
275,Voted #NoGunsInSchools on @TheTylt because the answer to gun violence isn't more guns  ,"North Olmsted, OH",0.0
276,@JahMekAWail @fred_guttenberg @Agreewithsegree reductionist NRA garbage talk. An AR is a tool made to kill people. Cars and knives and toothpicks &amp; plastic bags have many other functions and are not created to mass kill people. This low IQ reductionist thinking of the NRA is tiresome to all of us. yawn. Guns DO kill people.,"Portland, OR",0.0
277,"@cameron_kasky The NRA is. If arms manufacturers don't see guns being sold with their high contributions, they're likely to cut funding","Little Ferry, NJ",0.0
278,Democratic State Representative Linda Slocum of Minnesota received death threats for her gun-reform proposals that would require people to get permits to purchase guns and all guns to be registered. Hmm. This seems like a “well-regulated militia.” Why the death threats?,"Virginia, USA",0.0
279,"Report: ATF Probing VA Dem Candidate After AR-15 Buzzsaw Video  she is just another ignorant politician that doesn’t understand the real problem or legitimate solutions, evil was killing people long before guns","Henderson, NV",0.0
280,"Guns Explained With Cats  via @YouTube

This animation hits every point of the NRA gun issue. #Share
#NRAKillsKids #StopNRA #GunSense #TimeIsTicking #NRA #YeahBut #NoDeflection #GunViolence #Parkland","Lakeland, FL",1.0
281,cc: @marcorubio Hands Off DC gun laws! ,"Washington, DC",-2.0
282,#InOurLifetime ,"Hollywood, FL",-2.0
283,#StudentsStandup #ImWithTheStudents ,"Folly Beach, SC",-2.0
284,#DST..... the 2 days when time changes and the whole argument on twitter switches too this instead of politics and guns 😂,"Nebraska, USA",0.0
